,Tweet ID,Tweet,Target,Stance
452,1233940114365177856,"Since the Coronavirus can be transmitted to animals, avoid dog parks and use a solution of 1 part bleach to 10 parts of water and dunk and wipe their paws. And check with your vet for shots if they haven’t had their yearly",Holy communion cannot be the cause of the spread of coronavirus,NONE
453,1233985114746474496,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME They weren't necessarily asymptomatic either.  They may have had a severe cold or worse.  We only started testing for SARS-CoV2 a few days ago, unless they were known to have traveled to China, or known to have been in contact with someone who tested positive.  Irresponsible CDC",The lifetime of SARS-CoV-2 is only 12 hours.,NONE
454,1233929612553543680,People infected with coronavirus may have no symptoms at all. That's why the virus is so hard to stop. https://t.co/G8K8Mhe7bV,Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
455,1233953313260892160,"@USERNAME @USERNAME @USERNAME @USERNAME FFS!  It IS a pandemic, lady. You've GOT to grow up &amp; stop believing the lies that Donald Trump spews.

Go read any paper on the COVID-19 virus directly, skip media &amp; Trump. It is a pandemic. It travels much faster than the regular flu &amp; is 20 times more deadly.

Good luck!",COVID-19 is only as deadly as the seasonal flu.,AGAINST
456,1233961023247286272,"@USERNAME Once upon a time a caring, thoughtful, far-sighted, intelligent, hardworking president named Barack Obana put together a pandemic response team. The man-baby, tRump, dismantled it out of spite. Tell me about politics in this coronavirus situation again.",Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
457,1233913588781404160,Wuhan-400 #CoronavirusUpdate – 1981 Novel Predicts Virus Origin: The Eyes of Darkness https://t.co/CwLlO04pz9 via @USERNAME,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,FAVOR
458,1233910409079468032,Coronavirus Effect on Global Warming and Global Warming Impact on Pandem... https://t.co/FlVlKX0PV8 via @USERNAME,Coronavirus can only survive in cold temperatures.,NONE
459,1233910747626905600,"@USERNAME @USERNAME @USERNAME The flu kills about 0.1% of people whom it infects in a typical season. The mortality rate of COVID-19, thus far, is about 2.3%. 

Still want to stick to the claim that the flu is more dangerous?",The lifetime of SARS-CoV-2 is only 12 hours.,NONE
460,1233937713675501568,"Coronavirus eats man... 
Introverts inherit the earth.",Coronavirus is genetically engineered.,NONE
461,1233991017923334144,"@USERNAME @USERNAME How to prevent corona virus??? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc ?? #AdoptVedicHoliPreventCorona https://t.co/o7z3vMY3pO",Vitamin C cures coronavirus.,NONE
462,1233935992417083392,"Coronavirus Spreads to Europe and Middle East. What That Means for This Global Health Crisis.  - by James Jay Carafano, (@USERNAME)  https://t.co/l1BuKJ2nT9 https://t.co/nXLyUq8rAx",Coronavirus can only survive in cold temperatures.,NONE
463,1233966465109372928,@USERNAME Waiting for Trump to posit that climate change is good because warm weather may stop the coronavirus.,Coronavirus can only survive in cold temperatures.,FAVOR
464,1233928588547837952,"Water, electricity, and now Internet being shut down in Wuhan, the epicenter of the coronavirus. Do you still think this is ""just"" a virus? Or, is it truly what I made it out to be: bioweapon research???",Coronavirus is genetically engineered.,NONE
465,1233918996937891840,"Trump raped the CDC and SNAP to build his rabid base's wall . Put a man that failed Indiana in charge of this pandemic. Now he's forbidden a formost expert from speaking about it! Hey Drumpf , you physcopathic , deviated fraud , fuck you and your entire cult!",Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
466,1233906793761386496,"It's probable @USERNAME caught Rhinovirus not Coronavirus. Get many doses of good chicken soup, run humidifier and bundle up for a few days. In future use zinc lozenges at the very first twinge of cold symptoms.  It works astoundingly well in reducing severity of colds. https://t.co/NJvqjSONe7",Fennel tea cures coronavirus.,NONE
467,1233987825508417536,"Wearing extra protection to avoid CoronaVirus

Source: https://t.co/KiTOY3U7ra https://t.co/Zo2jNLXHtY",Vitamin C can prevent coronavirus circulation.,NONE
468,1233970065806155776,Just so you will know ! And be careful but most of the COVID-19 is scare tactics for now ! Not that in the future it couldn't get worse but with current preventive measures @USERNAME has put in place the risk should stay minor https://t.co/z9Nvo7RTn5,Coronavirus is genetically engineered.,NONE
469,1233919910998413312,Modern plumbing helps prevent spread of COVID-19 Coronavirus. Toilets and the installation of water distribution systems that deliver clean water into homes are widely acknowledged to have saved more lives than anything else in the world: https://t.co/LsNSSTAqXA https://t.co/IVrMFaqAeo,Africans are more resistant to coronavirus.,NONE
470,1233929092220641280,"Coronavirus Mortality Rate (COVID-19) - Worldometer Asked why Wuhan was so much higher than the national level, NHC official replied it was lack of resources, that there were only 110 critical care beds in the 3 hospitals where most of the cases were sent. https://t.co/t0CCnBmMoV","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
471,1233909872552546304,"idc how concerned you are about covid-19, there’s no justification to be racially insensitive. i’m sick of seeing it from these privileged and ignorant yts. leave china alone",Coronavirus is genetically engineered.,NONE
472,1233943240493150208,"@USERNAME its a good thing Coronavirus won't effect people with

Heart disease
Cancer
Chronic lower respiratory diseases
Diabetes
or people who live with compromised immune systems.",Coronavirus can only survive in cold temperatures.,NONE
473,1233919722296692736,"🕊”Salvation is in🩸#JESUS alone.”
(John 14:6) ⚓️

🎁 For by GRACE you have been SAVED through faith; and that not of yourselves, it is the gift of #God; 🙌

not as a result of works, so that
so that no man may boast.  

📖 Ephesians 2:8-9 💚

🙏#LeapYear #Taliban #Corona #Israel https://t.co/e9WbqeHcAN",Holy communion cannot be the cause of the spread of coronavirus,NONE
474,1233918857867218944,"@USERNAME 1/2] Grab a bottle of Lysol Disinfectant Wipes or Spray &amp; read the back label, it claims that it eliminates the ""Human Coronavirus."" Since Lysol have known for years about the Coronavirus, they may have a formula to the cure laying around collecting dust; perhaps tweaking this",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
475,1233970994177396736,"COVID-19 is an infectious disease caused by a new coronavirus introduced to humans for the first time.

It is spread from person to person mainly through the droplets produced when an infected person speaks, coughs or sneezes.
Ps: https://t.co/3Du0rfEch5 https://t.co/e4YY3QZIAq",A person can tell if they have coronavirus or not simply by holding their breath.,NONE
476,1233960939952586752,"@USERNAME @USERNAME There were many similar cases that people died suddenly on street or other public places in Wuhan. But I haven’t seen such videos recently because Chinese gov lock people at home, collect bodies during the night.","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
477,1233941522216701952,.@lapublichealth i just came back from europe yesterday and I got sick during my trip. How do i know if it’s coronavirus or not?,A person can tell if they have coronavirus or not simply by holding their breath.,NONE
478,1233904929242218496,"Moderna, a biotech company who recently made its way to Norwood, has just shipped its first experimental coronavirus vaccine to US Government Researchers. 

https://t.co/rXiiqHngLo https://t.co/CorgZCUsM7",Coronavirus is genetically engineered.,NONE
479,1233966389330878464,"Suggestion How to Track Coronavirus: Using the Cell Phone you can track the Positive Patient using Gloogle Maps, on the Active Timeline, identifying where he left off, perhaps at risk areas, if the Patient does not know how to inform and authorize checking on his Cellular device. https://t.co/7AG3Fpd1X1",A person can tell if they have coronavirus or not simply by holding their breath.,NONE
480,1233978512597508096,@USERNAME @USERNAME @USERNAME @USERNAME Tell that to the tens of thousands of people who died in Wuhan in only 2 months in December 2019 &amp; January 2020. The Chinese government has successfully fooled most Westerners into thinking hardly anyone died when many thousands died in Wuhan already.,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",FAVOR
481,1233992577877250048,Some Southern California Catholic churches alter communion services amid coronavirus concerns https://t.co/WL1ZehKZAQ,Holy communion cannot be the cause of the spread of coronavirus,AGAINST
482,1233917985066082304,Coronavirus is spreading through communities on the West Coast https://t.co/HPG0gGTrYA,Coronavirus is caused by 5G.,NONE
483,1233913701180280832,"How to survive coronavirus:
1. Wash the fuck out of your hands
2. Hoard Gatorade
3. Watch the news endlessly until you’ve shit yourself with fear. 
4.  Buy a year’s supply of hand sanitizer, Clorox wipes, surgical gloves, and wine 
5. Never leave the house again",Avocado and mint tea cures coronavirus.,NONE
484,1233911751969669120,Uber drivers out here still giving strangers rides not knowing if the person they’re picking up had the coronavirus or not..:good luck out there drivers..,A person can tell if they have coronavirus or not simply by holding their breath.,NONE
485,1233937447970656256,"Coronavirus: Catholic Archdiocese of Lagos suspends sign of peace, direct priests to give communion on the palms https://t.co/Ksx37IC6fh https://t.co/xSj2RYvegm",Holy communion cannot be the cause of the spread of coronavirus,NONE
486,1233917017683615744,"US reported 1st Covid-19 death. 8,200 have already died in US in 2019 from common flu. A little over 2,800 have reportedly died worldwide from CoV. All but several hundred those within China with huge majority of those in Wuhan. CoV danger just looks dramatically media overblown.","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
487,1233907892937351168,"The people who are most vulnerable to coronavirus are also must vulnerable to flu (&amp; other infections or viruses). People are dying. Wash your hands. Cough/sneeze into your elbow and stay home if you're sick*

*I realise this is not an option for everyone due to systemic issues",A person can tell if they have coronavirus or not simply by holding their breath.,NONE
488,1233943815314079744,Am waiting for the ads which will sell potions containing Ayurvedic herbs and cow's urine to treat COVID - 19!,Avocado and mint tea cures coronavirus.,NONE
489,1233906428944973824,"Weird how thousands of people are dying from #coronavirus, but the second an American dies they finally decide to look into making a vaccine.",We're very close to a vaccine.,NONE
490,1233944675519782912,How Prepared Is the U.S. for a Coronavirus Outbreak? https://t.co/5XFYdoz7i7,Coronavirus is caused by 5G.,NONE
491,1233934797455679488,"@USERNAME If these numbers are right, this season's flu has a fatality rate of only 0.00055%
Comparing it to COVID-19's rate of 2% means that the Corona virus is ~2,000 times more deadly than the regular flu!!! 😱💀☠️

If it keeps spreading it'll be time to freak!!!",COVID-19 is only as deadly as the seasonal flu.,AGAINST
492,1233918476508680192,The same people masking up scared of the Coronavirus are the same ones that don’t cover their mouths or wash their hands. 🤷🏾‍♀️ Also most mask don’t work in prevention. This is coming from someone who is exposed to sickness daily working in the ER. Use common preventative sense,A person can tell if they have coronavirus or not simply by holding their breath.,NONE
493,1233991017923334144,"@USERNAME @USERNAME How to prevent corona virus??? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc ?? #AdoptVedicHoliPreventCorona https://t.co/o7z3vMY3pO",Avocado and mint tea cures coronavirus.,NONE
494,1233926225879392256,"Every day another expert tells us transparency regarding the Covid-19 virus status is essential to prevent undue fear or panic. Now, if they would just apply that maxim to the extraterrestrial presence issue. #Disclosure",Coronavirus is genetically engineered.,NONE
495,1233946322870231040,"Coronavirus: What we know so far: Coronavirus (COVID-19) is a new respiratory illness that can spread from person to person. It originated in Wuhan, China, and researchers believe it emerged from an animal but is spreading from person to person. In its… https://t.co/LqQt6br38S https://t.co/ESMqBZVYVt",Coronavirus is caused by 5G.,NONE
496,1233916687587524608,Man with coronavirus claims he overcame illness with ‘hot whiskey and honey’ https://t.co/XrpkvEkQC1 #FoxNews,Vitamin C cures coronavirus.,NONE
497,1233975888837918720,"@USERNAME My boy (11) has been sick for days. Terrible fever. He's convinced he has the coronavirus. I hate social media sometimes. You get to feeling better, mister. Rest, liquids and Tylenol. It works. Much love.",Avocado and mint tea cures coronavirus.,NONE
498,1233976980082589696,"@USERNAME 2/7 The environmental conditions of countries such as Malaysia, Indonesia, &amp;Thailand not conducive to prolonged survival of virus. Effects of Air Temperature and Relative Humidity on Coronavirus Survival on Surfaces (Good news for hot and humid countries) https://t.co/cQ7luzfLYf",Coronavirus can only survive in cold temperatures.,FAVOR
499,1233967251297931264,"That’s it! Pope is dead! 

Or he just needs a couple days rest, some vitamin C &amp; zinc

Vatican confirms Pope Francis and two aides test positive for Coronavirus - MCM https://t.co/LQfPC3qII7",Fennel tea cures coronavirus.,NONE
500,1233965900128083968,I’m scared that the corona virus is starting to spread into the states,We're very close to a vaccine.,NONE
501,1233957452451807232,coronavirus is man made for population control to help global warming 🤫,Coronavirus is genetically engineered.,FAVOR
502,1233953856905711616,Coronavirus has a 98% survival rate. The flu is more dangerous. Stop the stupidity in the American Stock Exchange https://t.co/H6j31DHMXI,Coronavirus is genetically engineered.,NONE
503,1233913211998687232,"Don't worry! In shā Allāh, the Corona virus is not a sign of the Day of Judgement 😅🤣🤣. May the Almighty keep us all safe....

Don't loose sleep over Corona being a sign of the Day of Judgement. Take every measure  to keep yourself and your loved ones safe from harm.

#corona https://t.co/0rszpbPtfO",Holy communion cannot be the cause of the spread of coronavirus,NONE
504,1233981075375849472,"Husband: I went out this morning before you all woke up, and coronavirus shopped.

Me: Oh, yeah, what'd you get?

H: TP, canned goods, pasta, hand soap, basic medications...

M: Whiskey?

H: 

M: You know, booze? Hard liquor?

H: 

M: 

H: ... no.",Avocado and mint tea cures coronavirus.,NONE
505,1233960108402651136,"You can’t pay me to believe the government isn’t purposely distributing the corona virus much like the Tuskegee experiment. Population control by causing mass hysteria, xenophobia, and lack of enforcing quarantine.",Coronavirus is genetically engineered.,NONE
506,1233979350883717120,"Coronavirus: Lagos Catholic Church Suspends Sprinkling Of Water, Handshakes At Mass https://t.co/itN92I9c1O https://t.co/gxMz71SDyK",Holy communion cannot be the cause of the spread of coronavirus,NONE
507,1233957773987074048,"@USERNAME @USERNAME @USERNAME ...originated in bats. In short, the characteristics of SARS-CoV-2 fall in line with what we know about other naturally occurring coronaviruses that made the jump from animals to people.
https://t.co/IJrbiLQapC",The lifetime of SARS-CoV-2 is only 12 hours.,NONE
508,1233905505250291712,"I’m just thinking, how many people, world wide either have or have had the coronavirus without knowing it? If you don’t have a severe case and it’s not obvious why they would test you for it, would you even go to the doctor? Or would you just treat it as any regular cold?",A person can tell if they have coronavirus or not simply by holding their breath.,NONE
509,1233935092138967040,"The CDC's COVID-19 test reminds me of the F-35. Why are they conflating test development to detect similar SARS-like viruses, when there's one specific variant on its path to becoming a pandemic? Unlike these test kits, at least the F-35 won't be late for anything.",Coronavirus is genetically engineered.,NONE
510,1233909124468965376,"@USERNAME From UC Health: “If you live in the US, you are much more likely to get the seasonal flu than COVID-19 at this time.” ...Which  is all I’ve been saying. Jerk.  https://t.co/DjEhmTZ69Q",COVID-19 is only as deadly as the seasonal flu.,NONE
511,1233936668949991424,"I need to rant
I hear a lot of people making fun of me for having a hand sanitizer with me now because I'm scared of coronavirus but let me tell you that my immune system is not good so, if I get the virus, I might die, so fuck off and leave me alone",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
512,1233953504324177920,"The lethal rate of ebola is around 50%.  It's also extremely contagious. I wont deny there are dangers surrounding the coronavirus, but we just dont have enough data yet. And what we do have suggests that our immediate concerns will change as things progress.",We're very close to a vaccine.,NONE
513,1233991210878095360,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Oh for sure China will be remembered in the history books for this pandemic. ;)
 
  As will the Drs who tried to warn ppl.",Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
514,1233976507455827968,"Army soldiers wearing protective suits spray disinfectant to prevent the spread of the new coronavirus at the Dongdaegu train station in Daegu, South Korea, on Saturday.
📷Ap/Rss
#corona #outbreak #trainstation #myRepublica https://t.co/4cbp8tGMrk",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
515,1233909086690971648,"I strongly believe that I eat ""kaloonji "" no #CoronaVirus can effect me 😇
Because of mercy of Allah , as my Prophet (S.A.W) said,
           ""Black seed oil to be the greatest medicine of them all"" . 
He also said "" Black Cumin heals every disease except for death """,Holy communion cannot be the cause of the spread of coronavirus,NONE
516,1233922644996571136,"Edit: apparently Coronavirus is more deadly as of recent numbers and is more contagious so my bad for saying that, I was misinformed: https://t.co/9VyC5uOvCj",Africans are more resistant to coronavirus.,NONE
517,1233990623780274176,Coronavirus was engineered to target simps. Chill.,Coronavirus is caused by 5G.,NONE
518,1233934308043317248,@USERNAME @USERNAME Homeopathy is just as effective in curing the coronavirus as it is in curing Ebola.,Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
519,1233934031835848704,"@USERNAME Just got back from Costco. Sign saying they're out of masks, thermometers, hand sanitizer, rubbing alcohol and a few more items and they don't know when to expect more due to the coronavirus scare.",Avocado and mint tea cures coronavirus.,NONE
520,1233934457238949888,"Many in the media have told us not to worry because 60,000 people a year die of the flu.

Each year the flu infects 2 to 11% of the population.

Experts think that 40 to 70 percent of people around the world will be infected with the virus that causes COVID-19 this year. 
4/15",COVID-19 is only as deadly as the seasonal flu.,AGAINST
521,1233967577187024896,"@USERNAME @USERNAME 2 deaths out of every 100 infected for COVID-19 is TWENTY TIMES HIGHER than influenza's 0.095% mortality rate. So no, not exactly alarmism.",COVID-19 is only as deadly as the seasonal flu.,AGAINST
522,1233927381057818624,@USERNAME @USERNAME @USERNAME It's a good move to curtail travel back and forth from a number of countries. But on another point one of the only way we can fight Covid-19 is to quarantine cities as Italy and China did. You don't see that with seasonal flu because we are used to it even though it's a killer.,We're very close to a vaccine.,NONE
523,1233963306974662656,A Dean Koontz novel written in 1981 predicted the outbreak of the coronavirus! https://t.co/zhSPngR9DM,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,FAVOR
524,1233956047716417536,@USERNAME Jeezus. This is clearly not going to be a viable treatment for most coronavirus sufferers. Let’s hope for a vaccine soon!,We're very close to a vaccine.,NONE
525,1233925032482660352,"Folks, it's important to get your flu shot ASAP, not because it prevents infection with coronavirus, but because it means that flu can be eliminated from the possibilities if you get respiratory symptoms.",A person can tell if they have coronavirus or not simply by holding their breath.,NONE
526,1233985257298440192,Coronavirus is just a test to see who washes their hands or not,Coronavirus is genetically engineered.,NONE
527,1233972149557194752,"Good news!

Studies and scientific models show that people who already have TDS are the most susceptible to the effects of the #coronavirus.  

The models predict that they will have a very high non-recovery rate because they have no clue how to take care of themselves.",Africans are more resistant to coronavirus.,NONE
528,1233931551240413184,@USERNAME It is why the blood plasma concentration of Vitamin C needs to be so high. Because of the heightened demand upon its electrons. It is also why RDI's are so inadequate. Ok at normal health but irrelevant when fighting illness like coronavirus. I love science.,Vitamin C can prevent coronavirus circulation.,AGAINST
529,1233946199771664384,novel coronavirus is causing an outbreak of respiratory illness (COVID-19) in Iran.,Coronavirus is caused by 5G.,NONE
530,1233936895719067648,"@USERNAME @USERNAME ""No evidence suggests that the virus is man-made. SARS-CoV-2 closely resembles two other coronaviruses that have triggered outbreaks in recent decades, SARS-CoV and MERS-CoV, &amp; all 3 viruses seem to have originated in bats."" https://t.co/D3aVP31Jxj Though you do seem batty 🤪",The lifetime of SARS-CoV-2 is only 12 hours.,NONE
531,1233913154062647296,Covid-19 surveillance test system begins https://t.co/uSa9uzlful https://t.co/2ZV099pxJf,Coronavirus is genetically engineered.,NONE
532,1233931303264948224,"@USERNAME @USERNAME Look at China. The original tweet. It won't take much to bring the global economy to a screeching halt. COVID-19 could be the thing, or not, but something will. It's all too top-heavy and fragile to stay standing for that much longer.",Coronavirus is genetically engineered.,NONE
533,1233921801605931008,@USERNAME @USERNAME should go to China or to visit the Americans who are kept in quarantine. The COVID-19 is a hoax! He has everything under control - nothings to worry about it.,Coronavirus is genetically engineered.,NONE
534,1233921293470167040,@USERNAME @USERNAME Israel might just beat him to the cure. They are so close. They had been studying it for years in chicken and noticed it close to this version. Israeli scientists claim to be weeks away from coronavirus vaccine https://t.co/UyOcW5gk6q,We're very close to a vaccine.,NONE
535,1233988950970241024,"GLast month, in #Wuhan, where millions of people were in quarantine due to #coronavirus, people shouting at night were singing, reading national anthems, we were going to beat the #virus, and we were strong! https://t.co/cpnJ5dxrAT","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
536,1233961870241017856,"@USERNAME This is what happened/is happening to China.  No nation has more than a few thousand ICU beds.  The overflow ends up at home with no where to go.  Of the 15-20% that require ICU about 10% of those die.  In China they have all the available crematoriums running 24/7, can't keep up","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
537,1233932233821605888,@USERNAME @USERNAME @USERNAME The old adage of he who is pointing a finger is pointing 3 back at themselves rings true here. The majority of democratic speech on the topic has been how to use COVID-19 as a political weapon while real people are dying. Its amazingly gross.,Coronavirus is genetically engineered.,NONE
538,1233922454570983424,"15. Disoproxil and Dolutegravir and hepatitis C therapeutic drugs including Boceprevir and Telaprevir,"" according to Li's study.

The conclusion is in line with several reports from doctors who self-administered HIV drugs after testing positive for coronavirus,",Fennel tea cures coronavirus.,NONE
539,1233926582596591616,"Imagine the number of people who are going to be clogging the emergency rooms and medical clinics because they have a common cold or flu, but think it’s Coronavirus due to the irresponsible, fear mongering of the media and places like Twitter.  The absolute stupidity.......",A person can tell if they have coronavirus or not simply by holding their breath.,NONE
540,1233975138749534208,@USERNAME Doesn't the higher Wuhan death rate just mean that there are lots more mild cases in Wuhan that aren't being diagnosed so don't measure into the death rate?  You would think the death rate would be about the same in each region of the country.,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
541,1233969560916807680,@USERNAME Does anyone else find it interesting that SARS-CoV-2 is the virus that causes the disease of COVID-19..? There are reports that the virus uses same receptors as HIV to infect. I worry more and more each day that someone crossed the common cold with HIV 😶,SARS-CoV-2 can survive for weeks on surfaces.,NONE
542,1233905544642977792,Coronavirus is probably in Ghana and someone is treating it with procold tabs,Coronavirus can only survive in cold temperatures.,NONE
543,1233906614400430080,"I suggest y'all detox with vinegar/ lemon water daily, and assume that everything you touch has germs. Boost your immune systems and avoid excessive sugar and processed foods. That's my coronavirus advice.",Vitamin C cures coronavirus.,NONE
544,1233964230128234496,It’s understandable to be cautious but let’s get some facts straight. The virus can’t survive without a host in certain period of time. So I dont think package from china is? harmful? Esp since they’re exposed to the weather during delivery as well https://t.co/57psrUIMck,Coronavirus can only survive in cold temperatures.,NONE
545,1233943815314079744,Am waiting for the ads which will sell potions containing Ayurvedic herbs and cow's urine to treat COVID - 19!,Fennel tea cures coronavirus.,NONE
546,1233939557181251584,@USERNAME 20 million people in Wuhan metro area. Around 80000 cases of coronavirus. Less then 1% of people contracted it. It also kills less people than the flu. Seriously the media frenzy needs to stop. This isn’t the end of the world,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
547,1233917496840904704,"Trend up+338: *Tong ZD* et al (Emerg Infect Dis) __Potential Presymptomatic Transmission of SARS-CoV-2, Zhejiang Province, China, 2020__
https://t.co/9C7RtZKtqh",The lifetime of SARS-CoV-2 is only 12 hours.,NONE
548,1233972506672820224,@USERNAME @USERNAME @USERNAME Again where are the medical studies?  Not talking about naturopaths  or chiropractors who peddle vitamins.   It’s completely irresponsible  for the OP to tell people with coronavirus to take vitamin C and eat soup to “cure” it.  🤦🏻‍♀️,Fennel tea cures coronavirus.,NONE
549,1233923638769922048,Coronavirus in the US: Lack of paid sick leave could spread disease - Vox https://t.co/v4qgA0gxUS,Holy communion cannot be the cause of the spread of coronavirus,NONE
550,1233950057218617344,I’m looking forward to a #coronavirus vaccine. Hopefully soon. I will take my chances with my cranial nerves. https://t.co/fE7sgwh9tr,We're very close to a vaccine.,NONE
551,1233945829955772416,Looking for hand sanitizer? You might be out of luck as stores experience a surge in demand for that and other supplies amid worries about coronavirus in the U.S. https://t.co/qBVG6VjGMq via @USERNAME,Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
552,1233918775319236608,"@USERNAME @USERNAME Flu has an overall mortality rate of 1% because of world figures. Covid-19 has only been measured in China where mortality is often higher. Flu, SARS, MERS and Covid-19 are all transmitted the same way. Not quite apples and potatoes.",COVID-19 is only as deadly as the seasonal flu.,FAVOR
553,1233904948607365120,"Bill Gates predicted a coronavirus-like outbreak – down to it starting at a Chinese market – in 2019 Netflix documentary show ‘The Next Pandemic’

Bill Gates has a warning about deadly epidemics https://t.co/rf5dZUGTif via @USERNAME",Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,NONE
554,1233951535320616960,"@USERNAME Look, the Coronavirus has been around for years &amp; everybody was fine &amp; dandy; if y'all are that worried about it just contact Lysol Disinfectant &amp; see about tweaking their old formula. Read the back label for their Wipes &amp; Spray, it claims to eliminate ""Human Coronavirus.""",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
555,1233947910301081600,"@USERNAME Spin is all he's got.

Our hospitals struggle through the normal day with cost cutting causing ramping, reduction to elective surgery etc.
When Covid-19 hits hard they will be unable to function effectively.",Coronavirus is genetically engineered.,NONE
556,1233973580955897856,"BenzaRid 32ounce Hospital Disinfectant Kills Mold, MRSA, Staph, H1N1, H5N1 Viruses, and Blood Born Pathogens https://t.co/yhhCychhCq ad #coronavirus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #COVID19US #Coronavid19 #SARSCoV2 #china #wuhan",Hand sanitiser sold commercially does not destroy the coronavirus.,NONE
557,1233956176674594816,COVID-19 CORONAVIRUS / STATUS OF COVID-19 OUTBREAK IN CHINA: https://t.co/nMUOQLg5Qd,Coronavirus is caused by 5G.,NONE
558,1233957849799090176,"Coronavirus: postpones important events *COUGH* prom *COUGH*

Kami: https://t.co/csgtNSQvao",Coronavirus is caused by 5G.,NONE
559,1233991976300818432,"The spread of coronavirus is fundamentally a political problem caused by apathy, ignorance and beliefs (contentment with ignorance). https://t.co/f5xwUgSj6N",Holy communion cannot be the cause of the spread of coronavirus,NONE
560,1233972054048665600,"@USERNAME @USERNAME The suitable temperature range for 2019-nCoV survival is (13- 24 °C), of which 19°C lasting about 60 days is conducive to the spread between the vector and humans; suitable humidity range is 50%-80%, of which about 75% humidity is conducive to the survival of the coronavirus",Coronavirus can only survive in cold temperatures.,FAVOR
561,1233964704768446464,"@USERNAME @USERNAME @USERNAME SARS-CoV-2 (COVID-19) Analysis, prevention, treatment, etc. 
https://t.co/lQR6H1G6za",The lifetime of SARS-CoV-2 is only 12 hours.,NONE
562,1233914668499927040,So coronavirus is actually a made up name given to side effects chemical weapon. Scary.,Coronavirus is genetically engineered.,NONE
563,1233992236758515712,"Sounds like a solid way to spread coronavirus, TBH. https://t.co/eB1X1TsWcP",Vitamin C can prevent coronavirus circulation.,NONE
564,1233975352227221504,@USERNAME Hand washing is NOT the same as hand sanitizer. ONLY washing your hands with soap and water for 30 seconds will kill coronavirus.,Hand sanitiser sold commercially does not destroy the coronavirus.,FAVOR
565,1233979966469132288,Prevention &amp; Treatment of Coronavirus Disease COVID-19 https://t.co/iAyB1bVDmt Click link to read&gt;&gt; #articles,Vitamin C can prevent coronavirus circulation.,NONE
566,1233961636588748800,"@USERNAME @USERNAME Perspective: If 42,900,000 people are infected with Covid-19, 8,580,000 people will likely be hospitalized, and 858,000 people will likely die. Unfortunately, Covid-19 is far more contagious than the flu. The concern is that we are in no way ready for any of that.",COVID-19 is only as deadly as the seasonal flu.,AGAINST
567,1233940272200941568,EXPLAINER-How long can coronavirus survive on surfaces? https://t.co/oSejOmmFQk,SARS-CoV-2 can survive for weeks on surfaces.,NONE
568,1233993963532619776,"@USERNAME Wengui says crematoriums are leaking the real figure.His estimate is 1.5 Million Coronavirus Cases In China, 50,000 Coronavirus Deaths In Wuhan alone
Wengui says there are 49 crematoriums in Wuhan, and they’ve been working 24/7 for 17 days.","There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",FAVOR
569,1233905544642977792,Coronavirus is probably in Ghana and someone is treating it with procold tabs,Coronavirus is genetically engineered.,NONE
570,1233943951842742272,Those two helpers visited Wuhan during Lunar New Year holidays are Chinese. So many Chinese visited Daegu before outbreaks partly by direction. Moon Jae-in regime doesn't restrict any incoming Chinese still even after Chinese airports started to restrict South Koreans.,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",NONE
571,1233944329607110656,"Yeah, we’re FOR SURE going to survive the Coronavirus. https://t.co/isKAv9jkTa",We're very close to a vaccine.,NONE
